nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT02501902,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02501928,3.0,Completed,,,,UNKNOWN,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02502097,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,34152585,3.2,,2.1,,,2.1,2.1,,,
NCT02502175,3.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed,PubMed,35971297|37402335,,,,,,,,,,
NCT02502669,2.0,Completed,,,,POSITIVE,POSITIVE,,Published Literature,Published Literature,,,,,,,,,,,
NCT02502708,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02502734,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,1.67,,,,
NCT02502799,3.0,Terminated,,,,UNKNOWN,UNKNOWN,No context,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02502864,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02503163,3.0,Completed,,,,UNKNOWN,NEGATIVE,,Kissei Pharmaceutical Press Release,,,,,,,,,,,,
NCT02503176,3.0,Terminated,Discontinuation of the development,Business or administrative,,UNKNOWN,UNKNOWN,Negative,,,,,,,,,,,,,
NCT02503189,3.0,Completed,,,,UNKNOWN,NEGATIVE,,Kissei Pharmaceutical Press Release,,,,,,,,,,,,
NCT02503306,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT02503319,3.0,Withdrawn,Authorization denied,Regulatory,,UNKNOWN,UNKNOWN,Regulatory,,,,,,,,,,,,,
NCT02503332,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,31474439,1.2,,0.7000000000000001,,,,,,,
NCT02503358,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02503644,2.0,Completed,,,,NEGATIVE,NEGATIVE,,Inventiva press release + PMC article,Inventiva press release + PMC article,,,,,,,,,2.0,,
NCT02503774,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02503839,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02503865,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02504099,3.0,Terminated,Study stopped due to low enrollment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02504125,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02504151,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02504216,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02504268,3.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02504294,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.703333333333333,0.72,0.4792857142857143,0.48,0.72,,,,,
NCT02504333,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02504359,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02504476,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02504489,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (Lancet Oncology 2024),PubMed (Lancet Oncology 2024),39265599,,,,,,,3.99,,,
NCT02504541,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.75,,0.75,,,0.75,,0.75,,
NCT02504554,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02504580,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + Heron Therapeutics press release,ClinicalTrials.gov,,1.5,,5.6,,0.8,,5.6,0.8,,3.1
NCT02504645,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,20.05,,,7.4,14.4,,2.5,,,
NCT02504671,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov + GSK/MorphoSys press releases,ClinicalTrials.gov,,,,2.7,,,,,,,2.7
NCT02504944,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,31134171|28709412,,,,,,,,,,
NCT02505048,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed + European Journal of Cancer,European Journal of Cancer 2021,34837859,,,,2.5,,,,,,
NCT02505269,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.9,2.9,,,,,,2.9,,
NCT02505334,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,ClinicalTrials.gov,35285173,,0.21,,,0.21,0.21,,,0.21,0.21
NCT02505542,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.14,0.2375,,,,,,,,
NCT02505568,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,36578194,,,,,,,,,,
NCT02505893,2.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT02505945,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02505971,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,34747977,,,,,,,,,,
NCT02506114,2.0,Terminated,Low Accrual,,,NEGATIVE,POSITIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02506517,2.0,Completed,,,,NEGATIVE,NEGATIVE,Insufficient enrollment|Negative,PubMed,,35635640,,,,,,,,,,
NCT02506556,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,,35771551,,,,,,,,,,
NCT02506647,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02506660,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02506751,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02506959,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.8,1.2,,1.2,1.2,1.6,,,,
NCT02507011,2.0,Terminated,Recruitment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,100.0,,,,,,,
NCT02507219,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02507284,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,2.8,,,,,,,
NCT02507336,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov (results redacted for confidentiality),,,,,,,,,,,,
NCT02507375,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02507388,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.0,,4.0,,,,,,,4.0
NCT02507570,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (published clinical trial results),"PubMed (Clinical Genitourinary Cancer 2020, PMID 32475774)",32475774,2.6,,,,,,,,,
NCT02507635,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02508077,2.0,Terminated,Poor Accrual,Insufficient enrollment,,NEGATIVE,NEGATIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02508207,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02508246,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02508259,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02508532,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02508636,2.0,Terminated,Low Accrual,,,POSITIVE,POSITIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,9.1,,,,,
NCT02508649,2.0,Terminated,Terminated due to futility,Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov + Published JAMA article,ClinicalTrials.gov,31577035,1.0,,,0.0,,,5.8,,1.4,
NCT02508740,1.0,Terminated,Development of compound has been put on hold.,Business or administrative,,,,,,,,,,,,,,,,,
NCT02508805,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,29171487,,,,,,,,,,
NCT02508870,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02509026,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02509052,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02509078,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.5,0.1,0.6,0.8,,0.2,,
NCT02509104,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02509351,2.0,Completed,,,,NEGATIVE,NEGATIVE,,"No results posted on ClinicalTrials.gov; related retracted publication (Sweed et al., Arch Gynecol Obstet 2018, RETRACTED May 2024)",,,,,,,,,,,,
NCT02509468,2.0,Completed,,,,NEGATIVE,POSITIVE,,JAMA Dermatology 2021,JAMA Dermatology 2021,29945674|34524406,,,,,,,,,,
NCT02509624,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02510001,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02510014,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.1833333333333333,0.15,0.15,,0.15,0.2249999999999999,,0.15,,0.175
NCT02510261,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,33212063,10.4,,4.333333333333333,,7.433333333333334,,,6.6,8.5,
NCT02510534,1.0,Terminated,unable to enroll participants who meet the criteria,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT02510794,2.0,Completed,,,,POSITIVE,POSITIVE,,"Ophthalmology 2019 (Campochiaro et al., PMID 30946888)",Ophthalmology 2019 (PMID 30946888) + Pharmacokinetics publication,30946888|35759124,,,,,,,,,,
NCT02511067,2.0,Withdrawn,Funding lost and study never started,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02511132,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,36780200,,14.8,,11.1,12.5,20.0,17.15,,,
NCT02511184,1.0,Terminated,"Decision based on the low enrollment mainly due to high efficacy drugs available in 1st line ALK-positive NSCLC (eg alectinib), not due to any safety concerns",Insufficient enrollment|Negative|No context,,,,,,,,,,,,,,,,,
NCT02511223,2.0,Completed,,,,NEGATIVE,NEGATIVE,Negative,PubMed,PubMed,33662100,,,,,,,,,,
NCT02511405,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (Neuro-Oncology 2020),PubMed PMC full-text,31844890,8.75,,,6.55,15.45,3.2,51.6,,,
NCT02511431,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,25.0,,,,,
NCT02511483,2.0,Terminated,Difficulty with recruitment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT02511613,2.0,Withdrawn,Company decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02511639,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Published journal article (European Journal of Cancer 2021),Published journal article - summary only (full details unavailable),34225066,,,,,,,,,,
NCT02511704,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02511795,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02511886,2.0,Completed,,,,POSITIVE,POSITIVE,,WebSearch,WebSearch,,,,,,,,,,,
NCT02512042,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02512068,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,1.1800000000000002,,,,,,1.9,
NCT02512172,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02512237,1.0,Terminated,Replace with a new trial,Another study,,,,,,,,,,,,,,,,,
NCT02512302,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02512458,2.0,Completed,,,,POSITIVE,POSITIVE,,WebSearch,WebSearch,,,,,,,,,,,
NCT02512510,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.2333333333333333,,,,0.2,0.8666666666666667,,,,
NCT02512536,2.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT02512575,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02512809,3.0,Terminated,PI moving to another institution.,Study staff moved,,UNKNOWN,UNKNOWN,Study staff moved,ClinicalTrials.gov,,,,,,,,,,,,
NCT02512861,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02512900,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02512926,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02513095,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,5.9,5.9,,8.850000000000001,,,,
NCT02513160,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02513186,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02513290,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02513303,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02513459,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,34077509,4.6,27.7,,,,,,,,
NCT02513472,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02513498,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.0,2.0,,2.0,2.6666666666666665,4.0,,,
NCT02513550,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02513563,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,6.366666666666666,7.1,2.4,,,3.6,4.8,2.4,,
NCT02513654,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02513667,2.0,Terminated,The study was terminated after UTSW was informed by Novartis that further support for the study would not be provided,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02513771,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.2,,2.2,,,,,,,
NCT02514031,1.0,Terminated,The study placed on temporarily hold to enrollment due to quality testing necessary for the study drug.,Logistics or resources,,,,,,,,,,,,,,,,,
NCT02514044,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02514122,2.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02514252,2.0,Terminated,,,,UNKNOWN,UNKNOWN,Insufficient enrollment,,ClinicalTrials.gov,,,,,,,,,,,
NCT02514382,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02514421,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02514447,1.0,Terminated,Primary Analysis and survival follow up completed per protocol. Not stopped due to safety concerns.,Negative,,,,,,,,,,,,,,,,,
NCT02514473,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.7,1.0,,,,,,,,
NCT02514577,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.5,0.5,0.9,,,,,,,
NCT02514603,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02514668,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02514772,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.9,0.9,,,,,,,0.9
NCT02514824,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02514850,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02514941,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02514954,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02514967,3.0,Terminated,Study halted prematurely and will not resume. Subjects were seen until February 2017,Invalid reason,,UNKNOWN,UNKNOWN,Negative,,,,,,,,,,,,,
NCT02514980,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed/PMC,PubMed/PMC,PMC9391890,,,,,,,,,,
NCT02515097,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.7,,0.7,,,,,,,
NCT02515227,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02515422,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02515695,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02515942,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.275,,2.72,,2.6666666666666665,,,,,
NCT02516059,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02516085,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02516202,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.3,,,,,,,,
NCT02516410,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.125,1.8,,,,1.2,,,,
NCT02516436,3.0,Withdrawn,FDA did not require a clinical trial for indication.,Regulatory,,UNKNOWN,UNKNOWN,Regulatory,,,,,,,,,,,,,
NCT02516527,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02516605,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02516670,2.0,Terminated,insufficient clinical response per DSMB,Insufficient enrollment|Negative,,NEGATIVE,UNKNOWN,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,3.0,2.0,8.0,,2.0,,,,
NCT02516696,3.0,Terminated,low enrollment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02516774,1.0,Withdrawn,No patients enrolled,Insufficient enrollment|Invalid reason,,,,,,,,,,,,,,,,,
NCT02517021,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,29722791,,,,,,,,,,
NCT02517099,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02517320,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed/PMC,32974732,,,,,,,,,,
NCT02517398,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02517424,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed/PMC,,37689680,,,,,,,,,,
NCT02517489,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (NEJM publication Dequin et al. 2023),PubMed articles and trial summaries,36942789,,,,,,,,,,
NCT02517515,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.25,0.2,,,,,0.2,0.2,0.2,0.3
NCT02517528,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.0,1.0,,,,,,,1.0
NCT02517619,3.0,Completed,,,,NEGATIVE,POSITIVE,,"Published article (American Journal of Ophthalmology, 2019)",Published article and EyeGate press release,31726034,,,,,,,,,,
NCT02517684,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02517736,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed/PMC,PubMed/PMC,27253171,,,,,,,,,,
NCT02517788,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02517905,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02517918,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02518048,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02518139,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02518373,2.0,Completed,,,,POSITIVE,NEGATIVE,,,,,,,,,,,,,,
NCT02518438,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02518620,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02518750,2.0,Terminated,Due to slow accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,66.7,,,,,,,,,
NCT02518945,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02518958,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02518971,3.0,Terminated,interim analysis revealed no significant difference between study groups & increased sample size required to gain significance.,Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02519023,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02519036,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02519335,1.0,Terminated,PI no longer at this facility,Study staff moved,,,,,,,,,,,,,,,,,
NCT02519439,3.0,Terminated,Ganaxolone missed its primary endpoint in the double-blind portion of the 1042-0603 study. Due to this outcome Marinus discontinued this extension study.,Negative,,UNKNOWN,UNKNOWN,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,3.8,,,,
NCT02519452,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02519543,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article - Journal of Clinical Psychiatry, February 2022",Published article (J Clin Psychiatry 2022),35120288,,,,,,,,,,
NCT02519660,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article - Acta Paediatrica, May 2017",Published article (Acta Paediatrica 2017),28130888,,,,,,,,,,
NCT02519777,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02519842,3.0,Terminated,Further data are no longer required to support an application for use in pediatric patients. The decision to terminate was not based on any new safety findings,Business or administrative|Study design,,POSITIVE,POSITIVE,Success,ClinicalTrials.gov,ClinicalTrials.gov,,10.65,6.7,,6.233333333333333,,,,,,
NCT02520011,2.0,Terminated,"Due to slow enrollment, the extensive time projected to conclude the study hypothesis rendered the study no longer reasonably feasible to complete.",Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,1.6,1.9,,,,,,
NCT02520063,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02520102,2.0,Withdrawn,Company has fulfilled post-marketing requirements,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02520115,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02520141,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.7,,,,,,,,
NCT02520245,1.0,Withdrawn,,,,,,,,,,,,,,,,,,,
NCT02520284,2.0,Terminated,,,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,0.6,0.8999999999999999,0.6,,,,,,
NCT02520297,2.0,Terminated,,,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02520388,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02520518,2.0,Terminated,Designed a new modified/simplified protocol see NCT 03180489,Study design,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02520752,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02521233,3.0,Withdrawn,Sponsor decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02521246,3.0,Withdrawn,Sponsor decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02521389,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02521415,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02521441,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature (Phase 2 trial results),Published Phase 2 trial data,,,,,,,,,,,
NCT02521662,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article - Lancet Respiratory Medicine, 2019",Published article (Lancet Respiratory Medicine 2019),31515173,,,,,,,2.1,,,
NCT02521792,2.0,Terminated,"Subjects were enrolled into a different Phase 2 study (PVO-1A-202, NCT02279095).",,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,25.0,,,,,
NCT02521831,3.0,Withdrawn,,,,UNKNOWN,UNKNOWN,No context,,,,,,,,,,,,,
NCT02521870,1.0,Terminated,A strategic restructuring including the planned conclusion of clinical oncology development programs and no further sponsoring of the development of SD-101.,Business or administrative,,,,,,,,,,,,,,,,,
NCT02522013,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article - Neurology, 2018",Published article (Neurology 2018),29572284,,,,,,,,,,
NCT02522104,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02522117,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article - PMC, 2018",Published article (PMC 2018),29955032,,,,,,,,,,
NCT02522234,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02522299,2.0,Completed,,,,NEGATIVE,POSITIVE,,Published literature,ClinicalTrials.gov,34113094,6.8,,2.3,,2.3,3.425,,,2.3,
NCT02522325,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02522767,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT02522780,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02522910,1.0,Withdrawn,,,,,,,,,,,,,,,,,,,
NCT02522975,4.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT02523313,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature (Lancet 2022),Published literature and trial reports,,,,,,,,,,,
NCT02523391,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02523469,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02523599,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.49,0.49,,,,,,,0.49,
